,time,assetCode,assetName,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevMktres1,returnsOpenPrevMktres1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres10,returnsOpenPrevMktres10,returnsOpenNextMktres10,universe
1949053,2012-01-18 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1852200.0,40.12,39.6,0.01698352344739895,0.003039513677812078,0.002183014685170107,0.002454835916542288,0.0226867193474356,0.01956745623069045,-0.01604973459710949,-0.014136047801259453,0.05436620272669218,1.0
1950735,2012-01-19 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3123100.0,41.37,41.07,0.031156530408775977,0.037121212121211,0.024483997302855418,0.032954448258431315,0.05401273885350588,0.049310168625447126,0.0067087669758326566,0.020709929947249326,0.05076328850045402,1.0
1952415,2012-01-20 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2340800.0,42.4,42.04,0.0248972685520894,0.023618212807402058,0.024006065995185157,0.02172671931730945,0.09278350515463728,0.08462332301341435,0.047036421621524674,0.05423454640765708,0.04296334693645478,1.0
1954093,2012-01-23 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1433400.0,42.31,42.44,-0.0021226415094334206,0.009514747859184158,-0.002845691013829973,0.009197973984765729,0.10441138084051273,0.09919709919710183,0.049355689833718776,0.06920673453077295,0.05515113333658896,1.0
1955771,2012-01-24 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1118500.0,42.23,41.86,-0.0018908059560378554,-0.01366635249764514,-0.0003175893227716589,-0.01413541974415983,0.1037637219027705,0.09380715965508002,0.059479063660828786,0.060749736859663984,0.06415558872735884,1.0
1957447,2012-01-25 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3529800.0,42.02,41.63,-0.004972768174283604,-0.00549450549450603,-0.0171570425929436,-0.004373440064087375,0.07743589743589796,0.07128152341739491,0.03860638779409994,0.05390119116676259,0.06337853760959254,1.0
1959121,2012-01-26 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2743400.0,42.18,42.45,0.0038077106139915435,0.01969733365361748,0.011749543102421716,0.010608877143755135,0.09416342412451284,0.1014530358069552,0.07746249623308496,0.0907566656282456,0.036312162977114926,1.0
1960787,2012-01-27 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1436200.0,42.59,42.27,0.009720246562351377,-0.0042402826855145745,0.011832100795662224,0.002401842717090585,0.10165545783755657,0.09083870967741857,0.09659227055810723,0.09462589260316592,0.07686695309907379,1.0
1962447,2012-01-30 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2192100.0,41.47,41.3,-0.02629725287626017,-0.022947717057014597,-0.022735013168058267,-0.02107162296817365,0.07435233160622046,0.07384295371814664,0.0751350522508368,0.08190557473456905,0.02837824080359757,1.0
1964103,2012-01-31 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1420800.0,41.83,41.98,0.008680974198213232,0.016464891041163332,0.009350500412099423,0.01824528137310372,0.06032953105196138,0.06332320162107496,0.05958956003249801,0.07705636282388126,0.03903127376028154,1.0
1965765,2012-02-01 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2581400.0,42.77,42.69,0.02247191011236227,0.0169128156264875,0.008146019605201647,0.0175621056371062,0.06605184446660273,0.07803030303030223,0.0655875915768712,0.08807675011887521,0.02635178631384934,1.0
1967428,2012-02-02 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1330600.0,43.17,43.01,0.009352349777880686,0.0074959006793160485,0.0077098451124812655,-0.0009483803440686472,0.043509789702682385,0.047236425614804345,0.04289343488582602,0.05436620272669218,0.019189025741037487,1.0
1969092,2012-02-03 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2428100.0,44.34,43.96,0.027102154273800805,0.022087886538013857,0.0043094553374320365,0.020319028583285333,0.04575471698113232,0.04567078972407202,0.057013752661297386,0.05076328850045402,0.024637518278338585,1.0
1970757,2012-02-06 22:00:00+00:00,HBC.N,HSBC Holdings PLC,982800.0,44.07,43.95,-0.006089309878215432,-0.00022747952683954686,-0.00540452428996783,-0.010026164832151605,0.04159773103285058,0.035579641847313985,0.04607093044728565,0.04296334693645478,0.004797945159665602,1.0
1972422,2012-02-07 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2188500.0,44.46,44.24,0.008849557522125906,0.0065984072810001395,0.005788449079535997,0.006593061043007513,0.052806062041202084,0.05685618729097053,0.051968356141252094,0.05515113333658896,-0.007903764339818209,1.0
1974085,2012-02-08 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2273600.0,44.95,44.75,0.011021142600088574,0.01152802893309146,0.0077674524749478955,0.010320913765967886,0.06972870061875057,0.07494595243814572,0.07175226066814985,0.06415558872735884,-0.020962466889729758,1.0
1975748,2012-02-09 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1530600.0,44.95,45.37,0.0,0.013854748603351341,-0.002195057856748298,0.012554371937771824,0.0656709340919861,0.06878680800942005,0.06952519119736947,0.06337853760959254,-0.027597822029427663,1.0
1977413,2012-02-10 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1627800.0,43.94,43.98,-0.022469410456060438,-0.0306369847917124,-0.010882950341279628,-0.031520115307492325,0.03169758159192493,0.040454222853087085,0.034451303353848106,0.036312162977114926,-0.043662450195340194,1.0
1979079,2012-02-13 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1429400.0,44.55,44.53,0.013882567137003976,0.012505684402001284,0.002471207835440123,0.017098415494834384,0.07427055702917662,0.07820823244552089,0.05448742354868931,0.07686695309907379,-0.013056557317719077,1.0
1980755,2012-02-14 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1276100.0,44.06,44.05,-0.01099887766554286,-0.010779249943856484,-0.009316735773788505,-0.014482402560427663,0.05331102079847283,0.04930919485469354,0.0409173681182055,0.02837824080359757,-0.027778378459308826,1.0
1982438,2012-02-15 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2269200.0,44.9,45.06,0.01906491148433886,0.022928490351870945,0.02688303986010355,0.023367641868433202,0.049801262567219284,0.055516514406184436,0.037818539239404585,0.03903127376028154,-0.03937891154885867,1.0
1984127,2012-02-16 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1904300.0,45.42,44.83,0.011581291759465095,-0.005104305370617457,-0.003576546099300625,-0.00020895752510436202,0.05211952744961757,0.042315740525459056,0.02964578859587885,0.02635178631384934,-0.05668463834102716,1.0
1985815,2012-02-17 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1630300.0,45.81,46.02,0.00858652575957608,0.02654472451483425,0.005611528961055802,0.01877973105857806,0.03315290933694093,0.046860782529573035,0.01617357379370683,0.019189025741037487,-0.05982593361119647,1.0
1987504,2012-02-21 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1530000.0,45.65,45.71,-0.0034926871862023252,-0.006736201651455498,-0.004437765787026954,-0.008072160181212706,0.03585205355117105,0.040045506257108336,0.016955986134173394,0.024637518278338585,-0.0029143899448717263,1.0
1989194,2012-02-22 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1716500.0,45.18,45.21,-0.010295728368018729,-0.010938525486763329,-0.005748136198357665,-0.011337399060750434,0.01619433198380471,0.02192585895117549,0.004575465717679557,0.004797945159665602,-0.015185324547344562,1.0
1990883,2012-02-23 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2198600.0,45.34,44.95,0.0035413899955747397,-0.005750940057510645,-0.002185719134739219,-0.003632437118054885,0.008676307007788429,0.004469273743016311,-0.006562393194536715,-0.007903764339818209,-0.044208324637277335,1.0
1992571,2012-02-24 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1316600.0,45.6,45.32,0.005734450816054615,0.008231368186875756,0.003124753846062658,0.0055781485153790005,0.014460511679644128,-0.0011020498126498304,-0.0024246285387742976,-0.020962466889729758,-0.015954496267847517,1.0
1994255,2012-02-27 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3469700.0,43.95,43.69,-0.03618421052631382,-0.035966460723742884,-0.03854881971054544,-0.03655881996107602,0.00022758306782000304,-0.006593906321054166,-0.027546098548479173,-0.027597822029427663,0.0005823015743116108,1.0
1995940,2012-02-28 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2967400.0,44.76,44.11,0.018430034129691242,0.009613183794918491,0.01214323365365361,0.008873434432532797,0.00471380471380467,-0.009431843700875577,-0.021091538899799717,-0.043662450195340194,-0.014778622604529404,1.0
1997627,2012-02-29 22:00:00+00:00,HBC.N,HSBC Holdings PLC,4624100.0,44.42,44.82,-0.007596067917784333,0.01609612332804233,0.0003595735503218213,0.015101742532337887,0.008170676350429007,0.0174801362088508,-0.012324676739420514,-0.013056557317719077,-0.03462116147436964,1.0
1999314,2012-03-01 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1871600.0,45.3,44.92,0.019810895992796732,0.002231146809463125,0.008796071713655812,0.0040343589590710925,0.008908685968818775,-0.0031069684864601928,-0.02971954400824509,-0.027778378459308826,-0.014444691928596915,1.0
2000998,2012-03-02 22:00:00+00:00,HBC.N,HSBC Holdings PLC,983600.0,45.06,45.23,-0.0052980132450339825,0.006901157613534714,0.00020331693372795982,0.00396121159781669,-0.0079260237780725,0.008922596475576805,-0.026311276736427976,-0.03937891154885867,-0.014598337382074375,1.0
2002685,2012-03-05 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1511700.0,44.45,44.45,-0.013537505548156914,-0.01724519124474988,-0.006718222326794567,-0.015147489557615638,-0.029687841082732036,-0.034115601912210865,-0.03603326659495303,-0.05668463834102716,-0.019715614312190797,1.0
2004373,2012-03-06 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2529100.0,43.16,43.26,-0.02902137232845892,-0.02677165354330735,-0.0023860135640195556,-0.0228756047076958,-0.05454545454545512,-0.053598774885144966,-0.0164609285297352,-0.05982593361119647,-0.03489431387003498,1.0
2006059,2012-03-07 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2910700.0,43.48,43.24,0.007414272474513428,-0.00046232085067088313,-0.004279862896020142,0.011078993150324032,-0.0376272687029654,-0.04357443043574527,-0.027140374827254943,-0.0029143899448717263,-0.04057291472472516,1.0
2007744,2012-03-08 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1826000.0,44.03,43.81,0.012649494020239516,0.013182238667901023,-0.003528815522545553,0.00721497276675748,-0.028892809880900483,-0.02536151279198995,-0.03409194351792568,-0.015185324547344562,-0.011435632402907923,1.0
2009425,2012-03-09 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2035400.0,43.72,43.55,-0.007040654099477296,-0.005934718100891523,-0.012806841979070331,-0.01258578815121156,-0.04122807017543706,-0.03905560458958668,-0.05219882677127608,-0.044208324637277335,0.0011741955408208493,1.0
2011108,2012-03-12 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2559600.0,43.59,43.47,-0.002973467520586248,-0.0018369690011473816,-0.003228352464255394,-0.00408697154338651,-0.008191126279864623,-0.0050354772259100225,-0.015334671569484412,-0.015954496267847517,-0.02291967388569606,1.0
2012789,2012-03-13 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2847100.0,45.36,44.5,0.04060564349621298,0.023694501955370262,0.009005728141829476,0.023154906189093414,0.013404825737264092,0.008841532532304353,-0.034465903616102266,0.0005823015743116108,-0.03448550585810692,1.0
2014471,2012-03-14 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1986000.0,45.07,45.32,0.009039230582492895,0.03424499901762723,0.011057581909410124,0.014027347640340786,0.03039215441742105,0.02686083124240124,-0.023945572075757947,-0.014778622604529404,-0.035268898030031845,1.0
2016149,2012-03-15 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2131400.0,45.19,44.82,0.0026625249611720303,-0.011032656663724105,-0.007105408218308524,-0.009417742917402343,0.013065856922998442,0.013271071731063344,-0.0384821553069532,-0.03462116147436964,-0.03871943699963347,1.0
2017827,2012-03-16 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2941800.0,45.87,45.96,0.015047576897544213,0.025435073627844584,0.012970167958615155,0.016989332517870576,0.033787060848242456,0.031922238035910544,-0.02609152469126206,-0.014444691928596915,-0.044238562461899465,1.0
2019500,2012-03-19 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1727700.0,45.84,45.61,-0.0006540222367563686,-0.007615317667535981,-0.008263010333876261,-0.009289076550903995,0.047288616579848064,0.042033896208703236,-0.02576915523686012,-0.014598337382074375,-0.009548467953254366,1.0
2021173,2012-03-20 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2068800.0,44.92,44.86,-0.0200698080279218,-0.01644376233282252,-0.014150082305358663,-0.0213117507428556,0.056943691496395436,0.05309195134742106,-0.03499052576827792,-0.019715614312190797,-0.025885548108118942,1.0
2022849,2012-03-21 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1254900.0,44.87,44.95,-0.0011130899376672332,0.0020062416406603227,0.002535932930060096,0.005539717901503882,0.04799708218886667,0.05569277705439335,-0.02526800695495736,-0.03489431387003498,-0.009364432693771072,1.0
2024514,2012-03-22 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1488800.0,44.58,44.33,-0.006463115667485364,-0.013793103448276,0.006876780371614398,-0.011449124966371323,0.02821732689937262,0.02758561849616536,-0.011702754239596484,-0.04057291472472516,-0.02023902867353837,1.0
2026163,2012-03-23 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1537200.0,44.4,43.97,-0.004037685060563012,-0.008120911346719772,-0.009766293154441084,0.0007300355183754143,0.03132692530408243,0.025325705812790256,-0.008175034536860387,-0.011435632402907923,-0.004919737189860145,1.0
2027814,2012-03-26 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1588100.0,44.91,44.42,0.011486486486486092,0.010234250625428931,-0.012262676309020629,0.0064121788071317,0.046284340598805374,0.03772541547871034,-0.023365155846050367,0.0011741955408208493,0.008303302599635742,1.0
2029466,2012-03-27 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1446200.0,44.93,45.52,0.00044533511467403914,0.024763619990994638,0.005151971570956438,0.006411031049732962,0.005904873087896999,0.038809187009762665,-0.019056334620443188,-0.02291967388569606,0.0056885650658212855,1.0
2031118,2012-03-28 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2049800.0,44.58,44.79,-0.007789895392835255,-0.016036906854130728,0.00030617136959769364,-0.01213664595685798,-0.010871976924783144,-0.011694616063547823,-0.027885161555431668,-0.03448550585810692,0.008266469191859662,1.0
2032771,2012-03-29 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3355800.0,43.96,43.94,-0.013907581875280515,-0.018977450323734324,-0.011217894076808151,-0.011851567497629188,-0.02721841115291024,-0.019634091923250163,-0.028248098912996157,-0.035268898030031845,0.01041559713351058,1.0
2034422,2012-03-30 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1693500.0,44.39,44.23,0.00978161965423352,0.006599908966774537,0.003740408620316753,0.008734151630022809,-0.03226509701329705,-0.03764142732811127,-0.03893757924935351,-0.03871943699963347,0.028941786990955162,1.0
2036072,2012-04-02 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1904400.0,44.69,43.88,0.006758278891640711,-0.007913181098800348,-0.0054369900243944275,-0.013116507012818208,-0.0250872600349038,-0.03793027844770847,-0.03958253175077536,-0.044238562461899465,-0.0006136254956553533,1.0
2037723,2012-04-03 22:00:00+00:00,HBC.N,HSBC Holdings PLC,9042500.0,44.8,45.03,0.002461400760797261,0.02620783956244277,0.008611417628068614,0.015288690169386781,-0.002671415850401315,0.0037895675434693743,-0.014735659860684296,-0.009548467953254366,0.028618072437455476,1.0
2039373,2012-04-04 22:00:00+00:00,HBC.N,HSBC Holdings PLC,7813100.0,44.35,44.25,-0.010044642857142128,-0.017321785476350104,0.004035903403795791,-0.011472495157882488,-0.011589034989970659,-0.01557285873192493,-0.005763922602857356,-0.025885548108118942,0.03833813733981265,1.0
2041023,2012-04-05 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2244600.0,43.84,43.67,-0.011499436302141564,-0.013107344632768305,-0.010610755188950384,0.004762156469700695,-0.01659937191565486,-0.014888337468982991,-0.024410762733796863,-0.009364432693771072,0.02163758641507941,1.0
2042668,2012-04-09 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1342000.0,43.52,43.36,-0.007299270072994469,-0.007098694756127233,0.0074489653245723205,-0.005415523652415395,-0.019819819819821397,-0.013873095292244895,0.00018575886757294863,-0.02023902867353837,0.021002126502492856,1.0
2044320,2012-04-10 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3229700.0,42.42,43.38,-0.02527573529411731,0.00046125461254620253,-0.0019268108730291984,0.01898113186344194,-0.055444221776887785,-0.0234128770823977,0.007347277675758199,-0.004919737189860145,0.033989211883061116,1.0
2045971,2012-04-11 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2329600.0,42.94,43.17,0.01225836869401187,-0.004840940525585813,0.001984072587183472,0.01874105509436108,-0.04429111951925335,-0.0516256590509665,0.0010786379216887396,0.008303302599635742,0.02203784156871083,1.0
2047624,2012-04-12 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2284400.0,43.75,43.11,0.0188635305076863,-0.0013898540653234368,0.003134493435454192,-0.010897749603994276,-0.01861821444593803,-0.03750837240455407,-0.00022608784057493583,0.0056885650658212855,0.036407561107500284,1.0
2049277,2012-04-13 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2162000.0,42.96,43.56,-0.018057142857143882,0.010438413361168351,-0.003432807937747957,-0.0041560541941839035,-0.022747952684257444,-0.008648156577149568,0.009299527607420602,0.008266469191859662,0.023087283919629883,1.0
2050932,2012-04-16 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2357500.0,43.09,43.36,0.003026070763501698,-0.0045913682277329846,0.00362589419616795,0.007503096876707057,-0.029285875197117006,-0.01966990730273721,0.0072011192879320235,0.01041559713351058,0.015196546542922225,1.0
2052588,2012-04-17 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2350300.0,44.05,43.77,0.02227895103272104,0.00945571955719804,0.0033138808912432267,0.00989508070781192,-0.014320877153725875,-0.002506836827712577,0.010893737171308222,0.028941786990955162,0.02042702117641421,1.0
2054242,2012-04-18 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1964800.0,44.25,44.03,0.004540295119183746,0.005940141649529718,0.009466551391185966,-0.006522062748117207,-0.012276785714285476,-0.022207417277372854,0.011542617986328656,-0.0006136254956553533,0.010895630457370614,1.0
2055895,2012-04-19 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2170100.0,44.44,44.69,0.004293785310735654,0.014989779695662397,0.011152601182926485,0.01834311581037394,0.002029312288613916,0.009943502824858008,0.0194425631690136,0.028618072437455476,-0.0031686953864272435,1.0
2057547,2012-04-20 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1617400.0,44.69,44.82,0.005625562556253794,0.0029089281718512887,0.0042685613517579,0.007600877299023661,0.019388686131385,0.02633386764369128,0.03308352246177588,0.03833813733981265,0.027414254967157617,1.0
2059198,2012-04-23 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1516500.0,44.13,43.88,-0.012530767509509766,-0.02097278000892333,-0.002594479034795743,-0.021843147289081814,0.014016544117647191,0.011992619926202151,0.023976147395501697,0.02163758641507941,0.02453102698377669,1.0
2060848,2012-04-24 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2276500.0,44.74,43.99,0.013822796283707415,0.0025068368277092468,0.009307063461535408,0.008463281094636486,0.05469118340405443,0.014061779621945771,0.0452200781060178,0.021002126502492856,-0.012004742870006859,1.0
2062498,2012-04-25 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1438200.0,44.84,44.89,0.002235136343317512,0.02045919527165441,-0.013414791941398005,0.01767060960510072,0.044247787610620204,0.03984248320592987,0.028644261921755974,0.033989211883061116,0.04251614838938796,1.0
2064150,2012-04-26 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2441900.0,45.06,44.43,0.004906333630688042,-0.010247271107150069,-0.0026757752720632,-0.01592945624795604,0.029942857142857937,0.03061934585943016,0.02039628357775609,0.02203784156871083,-0.0012076384744689054,1.0
2065798,2012-04-27 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3138700.0,45.58,45.44,0.011540168664003092,0.022732388026107442,0.008790858476219778,0.01935886236150881,0.06098696461825104,0.043158861340680144,0.029177980819792292,0.036407561107500284,0.005299268207028522,1.0
2067447,2012-04-30 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1210000.0,45.17,45.38,-0.008995173321634353,-0.001320422535211585,-0.0045679032505739296,-0.002267504770585745,0.04827106057089648,0.04658671586716023,0.0188460217522556,0.023087283919629883,0.010070874283193657,1.0
2069101,2012-05-01 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1981500.0,45.96,45.41,0.01748948417091101,0.0006610841780521072,0.010905306694531023,0.0023349907520044248,0.043359818388196025,0.03746858578935264,0.026760009490839,0.015196546542922225,0.015812397989680115,1.0
2070759,2012-05-02 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1942000.0,45.76,45.48,-0.00435161009573648,0.0015415106804672618,-0.0013894156668866585,-0.0009312400533726916,0.034124293785309456,0.03293209175562262,0.013919010769225856,0.02042702117641421,-0.01458135631140349,1.0
2072413,2012-05-03 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1854500.0,45.61,45.85,-0.0032779720279698665,0.008135444151274207,0.005762005204447296,0.008899483583139417,0.02632763276327621,0.02595658984112781,0.008670814386077457,0.010895630457370614,-0.002827063175366185,1.0
2074067,2012-05-04 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1717200.0,44.88,45.26,-0.01600526200394714,-0.012868047982551922,0.0028963289583850173,-0.010165148712932164,0.00425151040501337,0.009817045961623359,0.015664378239915587,-0.0031686953864272435,-0.004920074640137259,1.0
2075719,2012-05-07 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2009400.0,45.07,44.7,0.004233511586450467,-0.012372956252761693,0.00382185927968781,-0.0064331398247948245,0.021300702469973842,0.01868732907930504,0.017969320509281187,0.027414254967157617,-0.021384184827891325,1.0
2077374,2012-05-08 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3166100.0,44.79,45.16,-0.006212558242731925,0.010290827740491615,-0.001057801857698452,0.010190933976558328,0.001117568171658645,0.02659695385314853,0.011400399211035993,0.02453102698377669,-0.016518793393147248,1.0
2079029,2012-05-09 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2103900.0,44.46,43.98,-0.007367716008039316,-0.02612931798051388,0.00021289876072081842,-0.024202504467715314,-0.008474576271188528,-0.020271775451104482,0.033626126670373804,-0.012004742870006859,-0.050198370230642254,1.0
2080685,2012-05-10 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2046700.0,44.79,45.1,0.0074224021592461656,0.0254661209640743,0.004583793686216828,0.027639903746270327,-0.0059920106524647965,0.015079900967811756,0.03782978142721261,0.04251614838938796,-0.03064637638632478,1.0
2082343,2012-05-11 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1834000.0,44.24,43.97,-0.012279526680062271,-0.025055432372505404,-0.00842792176118176,-0.025882082861092042,-0.029398859148750286,-0.03235035211267767,0.02155930400355987,-0.0012076384744689054,-0.03209376175731405,1.0
2084001,2012-05-14 22:00:00+00:00,HBC.N,HSBC Holdings PLC,1596600.0,43.75,43.81,-0.011075949367088113,-0.0036388446668159657,0.0009664101855981993,-0.0024325014335279827,-0.03143679433251978,-0.03459673865138735,0.02698875238556045,0.005299268207028522,-0.08290480935923128,1.0
2085660,2012-05-15 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2265300.0,43.66,43.73,-0.002057142857143313,-0.0018260671079666226,0.004119299467270991,0.0006274651078955878,-0.050043516100957135,-0.03699625633120407,0.02147064892329976,0.010070874283193657,-0.06882148593305222,1.0
2087321,2012-05-16 22:00:00+00:00,HBC.N,HSBC Holdings PLC,2743400.0,42.35,42.96,-0.019697798533368616,-0.007169546503548395,-0.015093510572310816,-0.005683036419115568,-0.06468544326850556,-0.04537212551891301,0.01165797970413597,0.015812397989680115,-0.04408555352581695,1.0
2088983,2012-05-17 22:00:00+00:00,HBC.N,HSBC Holdings PLC,3623500.0,41.09,41.45,-0.0297520661157038,-0.035148975791436284,-0.011224784535112442,-0.033757016301855534,-0.08952848363645828,-0.08635919134204095,0.002144873138124309,-0.01458135631140349,-0.022776282848471642,1.0
2090643,2012-05-18 22:00:00+00:00,HBC.N,HSBC Holdings PLC,4583600.0,40.36,40.73,-0.017765879776102222,-0.01737032569360475,-0.008147221100029002,-0.010425729729176344,-0.09115754959672462,-0.09052627826524516,-0.006943654608670094,-0.002827063175366185,-0.029037820266159836,1.0
